74, Mo1Ti1, 5.671352905200505
81, Ta1, 5.3883665587207386
63, Pt1U1, 4.999883906345934
194, Pd1Sn1U1, 4.050915604813337
62, Ge1Pd1U1, 3.973177437875789
62, Pd1Si1U1, 3.878573461585787
62, Pd2Sn1U1, 3.7722634811652873
216, Sn1Ti2, 3.689070058439009
62, Ge1Pt1U1, 3.6680503695678923
141, B1Mo1, 3.6584357561530427
216, Ge1Ti2, 3.611331891500709
139, C2Si2U3, 3.546248095105699
215, In5Ti8, 3.5400411383572936
193, Sn3Ti5, 3.5358530420876373
164, Pt3U1, 3.510404905820623
62, Mo1Si1Zr1, 3.4640440182356893
193, Ge3Ti5, 3.4483976042834548
62, Ge1Hf1Mo1, 3.392396293890226
62, Hf1Mo1Si1, 3.2977923175997517
62, Hf1Si1W1, 3.190463144519773
136, Ga5Nb4, 3.153126281079387
141, Si2U1, 3.139994880560424
62, Ge4Mo3Sc2, 3.1072904281050557
166, Ta6Zn7, 3.027724974061861
62, Mo3Sc2Si4, 2.9811517930508926
194, Hg3U1, 2.9697825840262255
62, Sc2Si4W3, 2.8738226199706136
194, Be2Mo1, 2.7524775694591628
216, Pt1Sn1Ti1, 2.7244432971229418
194, C1Sn1Ti2, 2.6975610699871555
116, Ge7Re4, 2.694622775345509
194, C1Pb1Ti2, 2.6686532999681636
216, Ge1Pt1Ti1, 2.646705130183722
194, C1Ge1Ti2, 2.6392574447841057
63, Pt1Zr1, 2.6322934858519793
129, Se1Ta2, 2.6205458136837936
216, Hg45U11, 2.611992632357073
194, C2Sn1Ti3, 2.5713474289720204
58, Bi2Zr1, 2.5261593584794215
194, C2Si1Ti3, 2.4851763573573353
216, Pd1Sn1Zr1, 2.4725219911517544
193, Pb3Zr5, 2.448025685284486
62, P3Ta5, 2.4341451627134822
193, Ge3Zr5, 2.4039319025103922
63, Hf1Pt1, 2.382915934896937
62, Pd3Si1, 2.382373174448549
62, Ga1La1Pd2, 2.318281514121986
216, Hf1Pd1Sn1, 2.306270290514607
62, Pd2Zn1, 2.292310707311526
189, Lu6Mo1Sb2, 2.266102011213962
62, Mg1Pd2, 2.2521246707882265
227, Be2Ti1, 2.248113092154083
62, Ga1Pd2Y1, 2.245947410228213
216, Pt1Sn1Th1, 2.2331860668079258
82, Hf3Sb1, 2.2235022015905623
62, Ga1Th1, 2.2220587888941856
11, Bi1, 2.167408504515801
136, Ga3Re1, 2.1654477756609913
129, Cd1Zr1, 2.1448765338094415
62, Si1Th1, 2.080802932720926
194, In1N1Ti2, 2.0743216327914618
55, B4Mo1Y1, 2.0153132544548025
216, Hf1Pt1Sn1, 2.0011432222077814
194, Al1N1Ti2, 1.9898023039304822
216, Pd4Te1, 1.9865469584212705
216, Pd1Sb1Sc1, 1.9759296419314034
62, Ge4Hf5, 1.9713403340613422
55, B4W1Y1, 1.961648667915854
63, Pd1Sr1, 1.94523898877303
55, Pt7Sc4Si2, 1.9166452063226616
129, Cd1Hf1, 1.895498982854495
55, Nb4Si1Te4, 1.8703686560452213
187, Au1Ga1Zr1, 1.8667290564012693
194, C1Sn1Zr2, 1.861988508569652
139, La11Sn10, 1.845128299545428
194, C1Pb1Zr2, 1.8330807385510348
63, Be1Hf1, 1.829836254053839
86, As1Zr3, 1.8104846626009086
86, P1Zr3, 1.8103565088134137
114, Pd4Se1, 1.7660265528949233
227, Zn2Zr1, 1.7507656231339292
86, Sb1Y3, 1.7458919839561138
55, Pt3Sc2Si2, 1.738328893653597
227, Mg2Th1, 1.7361846940527932
139, Li1Pd2Tl1, 1.7146121992979313
63, Ge1La1, 1.7009060262895939
187, Au1Ga1Hf1, 1.7004773557649604
62, Pt3Si1, 1.6958372707559177
216, Pt1Sb1Sc1, 1.6708025736227659
55, Si1Ta4Te4, 1.6693403341120248
216, Au1Sc1Sn1, 1.6410772409474448
122, Sb18Zr11, 1.6395692469652094
194, Pt1Sn1, 1.6292618510614543
141, Si2Th1, 1.627392410860677
